Wavelength (nm),MMS1,MMS2,JSC Mars-1,MGS-1 Prototype
2162,0.56731,0.536689,0.374032,0.204321
2163,0.567295,0.53649,0.37365,0.204334
2164,0.567187,0.536297,0.373285,0.204342
2165,0.567031,0.536064,0.372942,0.204338
2166,0.566847,0.535758,0.37252,0.2043
2167,0.56663,0.535503,0.372072,0.204234
2168,0.566425,0.535278,0.371638,0.204196
2169,0.566247,0.535091,0.371188,0.204177
2170,0.566051,0.534902,0.370731,0.204147
2171,0.565835,0.534759,0.370283,0.204122
2172,0.565647,0.534596,0.36984,0.20412
2173,0.565444,0.534362,0.369351,0.204086
2174,0.565237,0.534145,0.368829,0.20407
2175,0.56503,0.533918,0.36831,0.204069
2176,0.564834,0.533666,0.367864,0.204025
2177,0.564694,0.533525,0.367388,0.20399
2178,0.56454,0.533451,0.366855,0.20397
2179,0.564384,0.533338,0.366386,0.203957
2180,0.564228,0.533218,0.365839,0.203969
2181,0.563999,0.533024,0.365225,0.203976
2182,0.563815,0.532781,0.364703,0.203982
2183,0.563615,0.532583,0.364171,0.203982
2184,0.563364,0.532415,0.363653,0.203966
2185,0.563108,0.532217,0.363236,0.203952
2186,0.562679,0.531937,0.362835,0.203929
2187,0.562251,0.531689,0.362412,0.203906
2188,0.561757,0.531425,0.361993,0.203882
2189,0.561309,0.531166,0.361595,0.203864
2190,0.560867,0.530925,0.361185,0.203836
2191,0.560467,0.530689,0.360717,0.203783
2192,0.560121,0.530419,0.360355,0.203722
2193,0.559761,0.530152,0.359972,0.203675
2194,0.559295,0.529881,0.359594,0.20364
2195,0.558751,0.529546,0.359315,0.20358
2196,0.558199,0.529233,0.358978,0.203498
2197,0.557549,0.52887,0.358775,0.203419
2198,0.556903,0.528448,0.358618,0.20336
2199,0.556322,0.5281,0.358359,0.203334
2200,0.555665,0.527693,0.358197,0.203355
2201,0.554994,0.527229,0.35797,0.203388
2202,0.554311,0.526761,0.357731,0.203369
2203,0.55358,0.52623,0.357693,0.203336
2204,0.552852,0.525747,0.357644,0.203313
2205,0.552188,0.525263,0.3576,0.203268
2206,0.551479,0.524773,0.357563,0.203231
2207,0.550781,0.524347,0.35755,0.203228
2208,0.550092,0.523956,0.357521,0.203226
2209,0.549445,0.523566,0.357519,0.203226
2210,0.548749,0.523274,0.357534,0.203246
2211,0.548029,0.523048,0.357456,0.203254
2212,0.547518,0.522862,0.357392,0.203243
2213,0.547031,0.522737,0.35729,0.203205
2214,0.546611,0.522626,0.357257,0.203174
2215,0.546304,0.522526,0.357268,0.203183
2216,0.545891,0.522413,0.357254,0.203166
2217,0.54554,0.522333,0.357305,0.203166
2218,0.545259,0.522268,0.357314,0.203165
2219,0.544883,0.522285,0.35735,0.20314
2220,0.544534,0.522383,0.357351,0.203127
2221,0.544117,0.522468,0.357268,0.203109
2222,0.543661,0.522695,0.35722,0.203107
2223,0.543341,0.52297,0.357146,0.203111
2224,0.542997,0.523211,0.357109,0.203108
2225,0.542678,0.52352,0.357131,0.20311
2226,0.542386,0.523781,0.357099,0.203109
2227,0.542074,0.524069,0.357041,0.203121
2228,0.541701,0.52435,0.35694,0.203127
2229,0.541408,0.524665,0.356851,0.203157
2230,0.541142,0.524909,0.35677,0.203207
2231,0.540809,0.525084,0.356693,0.20322
2232,0.540436,0.525222,0.356699,0.203217
2233,0.539962,0.525295,0.356678,0.203196
2234,0.5395,0.52538,0.356611,0.203134
2235,0.539069,0.525478,0.356552,0.20309
2236,0.538744,0.525572,0.356438,0.203133
2237,0.538529,0.525645,0.356375,0.203187
2238,0.538345,0.525841,0.356386,0.203259
2239,0.538156,0.526043,0.356284,0.203328
2240,0.537981,0.52617,0.356249,0.203359
2241,0.537759,0.526259,0.35616,0.203384
2242,0.537497,0.526245,0.355961,0.203412
2243,0.537165,0.526132,0.355817,0.203442
2244,0.536882,0.52613,0.355662,0.203479
2245,0.536647,0.526169,0.355549,0.203464
2246,0.536382,0.526105,0.355542,0.203447
2247,0.536129,0.526085,0.355578,0.203443
2248,0.5359,0.526061,0.355564,0.203419
2249,0.53566,0.52601,0.355434,0.203448
2250,0.535463,0.52601,0.355255,0.203474
2251,0.535327,0.526117,0.354972,0.203531
2252,0.535302,0.526167,0.354683,0.203549
2253,0.535254,0.526155,0.35451,0.203557
2254,0.535183,0.526103,0.354409,0.203538
2255,0.535186,0.526001,0.354291,0.20345
2256,0.535093,0.525883,0.354111,0.203367
2257,0.535026,0.525793,0.353887,0.203335
2258,0.535087,0.52583,0.35363,0.203293
2259,0.535099,0.525851,0.353424,0.203307
2260,0.535166,0.525816,0.353261,0.203319
2261,0.535367,0.525962,0.353097,0.20331
2262,0.535472,0.525971,0.352933,0.203284
2263,0.535607,0.525907,0.352802,0.203241
2264,0.535729,0.525962,0.352629,0.203214
2265,0.535708,0.525963,0.352438,0.203193
2266,0.535499,0.52584,0.352201,0.20315
2267,0.535277,0.525786,0.351981,0.203089
2268,0.534917,0.525712,0.351766,0.202987
2269,0.534546,0.525648,0.35159,0.202909
2270,0.534227,0.525615,0.351444,0.20283
2271,0.533665,0.525541,0.351234,0.202781
2272,0.533109,0.525451,0.35102,0.202789
2273,0.532551,0.525375,0.350832,0.202775
2274,0.531694,0.525261,0.350574,0.202749
2275,0.530803,0.525157,0.350347,0.202705
2276,0.529931,0.525108,0.350166,0.202656
2277,0.528894,0.525112,0.349996,0.20256
2278,0.527643,0.525039,0.349752,0.202517
2279,0.526523,0.524903,0.34956,0.202527
2280,0.525271,0.524777,0.349335,0.202566
2281,0.52386,0.524497,0.349005,0.202624
2282,0.522551,0.524273,0.348754,0.202651
2283,0.521029,0.524158,0.348493,0.202613
2284,0.519416,0.523968,0.348188,0.202548
2285,0.517867,0.523761,0.347889,0.20249
2286,0.516284,0.523614,0.34764,0.202479
2287,0.514773,0.523385,0.347415,0.202498
2288,0.513426,0.52326,0.347154,0.202553
2289,0.512083,0.523115,0.346841,0.202553
2290,0.510894,0.522937,0.346607,0.202541
2291,0.509696,0.522735,0.346268,0.202509
2292,0.508551,0.522486,0.345992,0.202451
2293,0.507512,0.522266,0.345783,0.202403
2294,0.506592,0.522171,0.345433,0.202392
2295,0.505757,0.522009,0.345011,0.20234
2296,0.505052,0.521921,0.344578,0.202275
2297,0.504456,0.52189,0.344189,0.202268
2298,0.503836,0.52172,0.343912,0.202205
2299,0.503113,0.521524,0.343703,0.202118
2300,0.502334,0.521375,0.343446,0.202069
2301,0.50171,0.521299,0.343189,0.201974
2302,0.501038,0.521186,0.342937,0.20193
2303,0.500312,0.521087,0.342652,0.201912
2304,0.499593,0.52094,0.342286,0.201925
2305,0.499017,0.52071,0.341976,0.201874
2306,0.498365,0.520492,0.341708,0.201888
2307,0.497688,0.520319,0.341459,0.201902
2308,0.497115,0.520167,0.341287,0.201863
2309,0.496487,0.52002,0.341148,0.201864
2310,0.495893,0.519805,0.341101,0.201906
2311,0.49556,0.519512,0.34084,0.201877
2312,0.49541,0.519348,0.340474,0.20187
2313,0.495322,0.519223,0.340203,0.201882
2314,0.49543,0.51929,0.33985,0.201813
2315,0.495631,0.519503,0.339672,0.201766
2316,0.496042,0.519627,0.339588,0.201728
2317,0.496815,0.519843,0.339423,0.201709
2318,0.497694,0.519961,0.339252,0.201795
2319,0.498573,0.520047,0.339024,0.201829
2320,0.499484,0.520235,0.338871,0.20181
2321,0.50028,0.520335,0.338535,0.201811
2322,0.501071,0.520526,0.338085,0.201764
2323,0.501979,0.52071,0.337752,0.201739
2324,0.502786,0.520841,0.337298,0.201743
2325,0.50353,0.521012,0.336986,0.201681
2326,0.50419,0.521085,0.336878,0.201602
2327,0.504666,0.521088,0.336643,0.201542
2328,0.505096,0.521046,0.336401,0.201503
2329,0.505424,0.520979,0.336208,0.201491
2330,0.505661,0.520862,0.335857,0.201511
2331,0.505729,0.52071,0.335422,0.201523
2332,0.505539,0.520613,0.335093,0.201482
2333,0.505288,0.520403,0.334678,0.201464
2334,0.505092,0.520161,0.334323,0.201468
2335,0.504877,0.519876,0.334175,0.20148
2336,0.504597,0.519623,0.333871,0.201469
2337,0.504403,0.519341,0.333503,0.201484
2338,0.50404,0.519076,0.333061,0.201494
2339,0.50339,0.518837,0.332627,0.201442
2340,0.502624,0.518497,0.332022,0.201379
2341,0.501921,0.518222,0.331631,0.201328
2342,0.501311,0.517994,0.331344,0.201201
2343,0.500859,0.517768,0.331026,0.201155
2344,0.500486,0.517482,0.330675,0.201154
2345,0.500109,0.517103,0.330045,0.201131
2346,0.4996,0.516629,0.329442,0.201208
2347,0.498913,0.516149,0.328966,0.201163
2348,0.498171,0.51582,0.328375,0.201046
2349,0.497324,0.515449,0.327941,0.201026
2350,0.496447,0.515034,0.327671,0.200995
2351,0.495834,0.514707,0.327241,0.201025
2352,0.495166,0.514258,0.326807,0.20102
2353,0.494527,0.513864,0.326606,0.200992
2354,0.493949,0.513366,0.326215,0.200988
2355,0.493049,0.512789,0.325664,0.200927
2356,0.492037,0.512294,0.325421,0.200955
2357,0.490976,0.511637,0.325065,0.200964
2358,0.489951,0.511169,0.324518,0.200839
2359,0.489021,0.510842,0.324099,0.200842
2360,0.488216,0.510366,0.323648,0.200891
2361,0.4874,0.509786,0.323229,0.200857
2362,0.486364,0.509158,0.322952,0.20094
2363,0.485093,0.508399,0.322702,0.200902
2364,0.483801,0.50768,0.322273,0.200773
2365,0.482551,0.506994,0.321576,0.200664
2366,0.481444,0.50645,0.321118,0.200572
2367,0.480661,0.50596,0.320598,0.200582
2368,0.480082,0.505563,0.320008,0.200609
2369,0.479342,0.505193,0.319657,0.200657
2370,0.478759,0.504679,0.319124,0.200715
2371,0.477884,0.504066,0.318518,0.200606
2372,0.476603,0.503262,0.31811,0.200507
2373,0.475476,0.502423,0.31762,0.200405
2374,0.474212,0.501542,0.317103,0.200215
2375,0.473091,0.500695,0.316617,0.200112
2376,0.472203,0.499816,0.316228,0.200096
2377,0.471332,0.499007,0.315663,0.200079
2378,0.470495,0.498191,0.315007,0.200136
2379,0.469668,0.497306,0.314326,0.200134
2380,0.468927,0.496489,0.313446,0.200113
2381,0.468058,0.495594,0.312756,0.200102
2382,0.467099,0.494511,0.312177,0.200026
2383,0.466211,0.493651,0.31153,0.199963
2384,0.465196,0.492913,0.310907,0.199965
2385,0.464386,0.492035,0.310383,0.199882
2386,0.463681,0.491157,0.309853,0.199697
2387,0.46316,0.490429,0.309345,0.199661
2388,0.462662,0.489348,0.309172,0.199561
2389,0.462087,0.488205,0.308843,0.199421
2390,0.461359,0.487172,0.30817,0.199381
2391,0.460614,0.486081,0.307591,0.199252
2392,0.460047,0.485055,0.306929,0.199224
2393,0.459535,0.484205,0.305866,0.199264
2394,0.45925,0.483429,0.304968,0.199154
2395,0.459045,0.482526,0.304366,0.199171
2396,0.458582,0.481897,0.303632,0.199202
2397,0.458134,0.481111,0.303156,0.199081
2398,0.457697,0.480264,0.302995,0.199173
2399,0.457401,0.479598,0.302437,0.1992
2400,0.457327,0.4786,0.301816,0.199188
2401,0.457019,0.477545,0.301147,0.199334
2402,0.456694,0.476225,0.30018,0.199328
2403,0.456105,0.474745,0.299668,0.199358
2404,0.455407,0.473747,0.299108,0.199364
2405,0.455294,0.472823,0.298315,0.199218
2406,0.454998,0.471938,0.297745,0.199141
2407,0.454598,0.471153,0.297086,0.199118
2408,0.45437,0.470128,0.296588,0.199157
2409,0.453725,0.469394,0.296036,0.199227
2410,0.453034,0.468887,0.295425,0.199269
2411,0.452279,0.468057,0.294637,0.199318
2412,0.451178,0.467054,0.293535,0.199339
2413,0.450267,0.465869,0.29297,0.199311
2414,0.449263,0.464383,0.292519,0.199211
2415,0.448299,0.463174,0.291919,0.199003
2416,0.447807,0.462466,0.291335,0.198774
2417,0.446856,0.461542,0.290456,0.19877
2418,0.445919,0.460804,0.289681,0.198797
2419,0.445413,0.460457,0.289134,0.198843
2420,0.444358,0.459359,0.288345,0.198992
2421,0.443446,0.458445,0.287362,0.198716
2422,0.442927,0.45812,0.2864,0.198428
2423,0.442,0.457127,0.285526,0.198568
2424,0.441012,0.456481,0.284937,0.198543
2425,0.440506,0.456314,0.284879,0.19867
2426,0.439563,0.455436,0.284415,0.198937
2427,0.438406,0.454877,0.28346,0.198818
2428,0.437655,0.45448,0.282852,0.198711
2429,0.436483,0.453865,0.282067,0.198742
2430,0.435266,0.453547,0.281254,0.198711
2431,0.434487,0.453177,0.280745,0.198778
2432,0.433673,0.45293,0.280067,0.1989
2433,0.43301,0.452632,0.279191,0.198968
2434,0.432418,0.45198,0.278603,0.198973
2435,0.432333,0.450945,0.278529,0.19895
2436,0.431407,0.450299,0.277788,0.198896
2437,0.4298,0.44938,0.276752,0.198697
2438,0.428806,0.448877,0.27598,0.198582
2439,0.427545,0.448866,0.274751,0.198476
2440,0.42682,0.448504,0.274105,0.198417
2441,0.427213,0.448211,0.274311,0.198541
2442,0.426583,0.447866,0.273513,0.198497
2443,0.425398,0.447374,0.272304,0.198297
2444,0.424373,0.447111,0.271447,0.19828
2445,0.422766,0.446898,0.27016,0.198147
2446,0.421922,0.446738,0.269132,0.198153
2447,0.421824,0.446766,0.268344,0.198535
2448,0.421166,0.446531,0.267891,0.198653
2449,0.420609,0.446347,0.267776,0.198625
2450,0.419696,0.445974,0.267187,0.198728
2451,0.418094,0.445287,0.26716,0.198834
2452,0.417216,0.444941,0.266323,0.198774
2453,0.416667,0.444674,0.264071,0.198725
2454,0.416024,0.444131,0.263081,0.198714
2455,0.415868,0.443559,0.262345,0.198573
2456,0.415216,0.443236,0.262013,0.198458
2457,0.41427,0.443,0.262822,0.198349
2458,0.413183,0.44252,0.262643,0.198349
2459,0.411516,0.442005,0.262473,0.198331
2460,0.41038,0.441478,0.261479,0.19831
2461,0.409178,0.440487,0.258849,0.198488
2462,0.408337,0.439977,0.258193,0.198515
2463,0.408571,0.440141,0.258342,0.19825
2464,0.407727,0.439812,0.258228,0.198353
2465,0.406174,0.4393,0.259939,0.198855
2466,0.405176,0.43866,0.259336,0.198887
2467,0.403743,0.437759,0.256439,0.198807
2468,0.402873,0.437056,0.254794,0.198734
2469,0.4028,0.436401,0.252127,0.198316
2470,0.402347,0.435654,0.251293,0.198067
2471,0.401894,0.434926,0.252796,0.197882
2472,0.401311,0.433993,0.252661,0.197955
2473,0.40068,0.432488,0.252674,0.198158
2474,0.400131,0.432096,0.252264,0.198289
2475,0.399529,0.432512,0.250375,0.19872
2476,0.398714,0.432273,0.249465,0.198962
2477,0.3978,0.432485,0.249384,0.199118
2478,0.396969,0.432199,0.248919,0.199006
2479,0.395895,0.430772,0.248055,0.198637
2480,0.395246,0.430292,0.247974,0.198536
2481,0.395022,0.430505,0.24869,0.198115
2482,0.394281,0.43048,0.248252,0.198023
2483,0.393746,0.430872,0.247923,0.198677
2484,0.392478,0.430491,0.24705,0.198609
2485,0.389729,0.429446,0.244414,0.198195
2486,0.388905,0.428813,0.243417,0.197829
2487,0.389243,0.42765,0.243433,0.196833
2488,0.38856,0.42742,0.24304,0.19657
2489,0.388911,0.428167,0.243267,0.196729
2490,0.38808,0.428421,0.242867,0.196723
2491,0.384988,0.429297,0.241654,0.197154
2492,0.383531,0.428989,0.240994,0.19741
2493,0.382636,0.427673,0.240545,0.197519
2494,0.382241,0.426904,0.240205,0.197553
2495,0.382766,0.42521,0.240397,0.197574
2496,0.382834,0.42449,0.239805,0.197461
2497,0.383714,0.424916,0.238986,0.197222
2498,0.38319,0.42494,0.237954,0.196929
2499,0.381493,0.425688,0.235963,0.196505
2500,0.380879,0.4252,0.235084,0.196346
