Temperature (¡C),Mass (%)
563.862,96.098
563.98,96.0981
564.098,96.0982
564.217,96.0983
564.336,96.0984
564.456,96.0985
564.575,96.0986
564.695,96.0987
564.814,96.0988
564.935,96.099
565.054,96.0991
565.174,96.0993
565.294,96.0994
565.412,96.0997
565.53,96.0997
565.648,96.0999
565.767,96.1
565.884,96.1002
566.001,96.1003
566.114,96.1005
566.231,96.1007
566.349,96.1008
566.468,96.101
566.588,96.1012
566.704,96.1015
566.824,96.1016
566.945,96.1019
567.067,96.102
567.19,96.1023
567.313,96.1024
567.435,96.1026
567.558,96.1028
567.681,96.103
567.803,96.1032
567.925,96.1034
568.046,96.1036
568.167,96.1038
568.287,96.1039
568.407,96.1042
568.526,96.1044
568.641,96.1046
568.759,96.1048
568.877,96.1051
568.995,96.1054
569.112,96.1056
569.225,96.1059
569.342,96.1062
569.459,96.1064
569.576,96.1067
569.693,96.1071
569.81,96.1072
569.928,96.1074
570.045,96.1077
570.162,96.1078
570.28,96.108
570.4,96.1082
570.521,96.1084
570.642,96.1086
570.764,96.1088
570.886,96.109
571.01,96.1092
571.133,96.1093
571.253,96.1095
571.377,96.1096
571.5,96.1097
571.623,96.1099
571.746,96.11
571.863,96.1101
571.985,96.1103
572.105,96.1103
572.225,96.1104
572.344,96.1105
572.462,96.1106
572.58,96.1106
572.698,96.1107
572.816,96.1107
572.933,96.1107
573.051,96.1108
573.168,96.1108
573.286,96.1108
573.403,96.1108
573.522,96.1108
573.641,96.1108
573.752,96.1108
573.871,96.1107
573.99,96.1107
574.109,96.1108
574.229,96.1108
574.34,96.1108
574.459,96.1109
574.579,96.1109
574.699,96.111
574.819,96.1111
574.939,96.1112
575.061,96.1113
575.183,96.1113
575.305,96.1113
575.428,96.1113
575.551,96.1113
575.675,96.1113
575.799,96.1112
575.923,96.1111
576.047,96.111
576.171,96.1109
576.294,96.1109
576.412,96.1108
576.534,96.1107
576.655,96.1107
576.776,96.1106
576.894,96.1106
577.009,96.1107
577.126,96.1108
577.244,96.111
577.362,96.1112
577.48,96.1114
577.598,96.1117
577.717,96.1119
577.836,96.1122
577.956,96.1125
578.076,96.1126
578.198,96.1129
578.32,96.1131
578.442,96.1134
578.565,96.1136
578.689,96.1137
578.812,96.114
578.929,96.1141
579.051,96.1143
579.172,96.1144
579.293,96.1144
579.412,96.1146
579.526,96.1147
579.643,96.1147
579.759,96.1148
579.875,96.115
579.99,96.115
580.106,96.1151
580.223,96.1154
580.339,96.1154
580.456,96.1155
580.574,96.1156
580.693,96.1157
580.813,96.1159
580.933,96.116
581.053,96.1162
581.175,96.1163
581.296,96.1165
581.417,96.1168
581.538,96.117
581.658,96.1173
581.779,96.1176
581.899,96.1179
582.02,96.1182
582.14,96.1185
582.26,96.1188
582.38,96.119
582.5,96.1192
582.619,96.1195
582.739,96.1198
582.859,96.1199
582.978,96.1201
583.098,96.1203
583.218,96.1205
583.339,96.1207
583.46,96.1209
583.58,96.1212
583.699,96.1215
583.819,96.1217
583.938,96.1221
584.053,96.1225
584.172,96.1229
584.291,96.1234
584.409,96.1238
584.528,96.1243
584.642,96.1248
584.761,96.1252
584.881,96.1256
585,96.1261
585.12,96.1266
585.24,96.127
585.361,96.1275
585.482,96.1278
585.602,96.1282
585.723,96.1285
585.843,96.1288
585.964,96.129
586.084,96.1293
586.206,96.1294
586.327,96.1297
586.449,96.1297
586.571,96.1299
586.689,96.13
586.812,96.13
586.935,96.1301
587.058,96.1303
587.182,96.1303
587.301,96.1304
587.424,96.1307
587.547,96.1308
587.669,96.131
587.791,96.1312
587.912,96.1315
588.032,96.1317
588.151,96.1319
588.269,96.1321
588.387,96.1322
588.504,96.1322
588.619,96.1322
588.735,96.1319
588.851,96.1318
588.967,96.1315
589.083,96.1312
589.195,96.1308
589.311,96.1304
589.427,96.13
589.544,96.1297
589.66,96.1294
589.773,96.1292
589.891,96.129
590.009,96.1289
590.127,96.1288
590.246,96.1288
590.366,96.1288
590.485,96.1289
590.605,96.129
590.725,96.129
590.846,96.1293
590.968,96.1294
591.09,96.1294
591.212,96.1296
591.335,96.1297
591.458,96.1297
591.581,96.1297
591.703,96.1297
591.817,96.1297
591.94,96.1296
592.062,96.1294
592.183,96.1293
592.304,96.1292
592.415,96.129
592.535,96.1288
592.653,96.1287
592.771,96.1285
592.89,96.1285
593.008,96.1284
593.126,96.1284
593.244,96.1285
593.362,96.1287
593.48,96.1289
593.598,96.1292
593.717,96.1296
593.836,96.13
593.955,96.1303
594.074,96.1308
594.193,96.1312
594.309,96.1317
594.43,96.1322
594.55,96.1325
594.671,96.1329
594.792,96.1332
594.909,96.1335
595.03,96.1337
595.151,96.1339
595.273,96.134
595.395,96.1341
595.515,96.1341
595.635,96.1341
595.755,96.1341
595.875,96.1341
595.994,96.1341
596.112,96.1341
596.231,96.1341
596.349,96.1341
596.466,96.1341
596.583,96.1341
596.7,96.1342
596.817,96.1342
596.929,96.1342
597.046,96.1343
597.164,96.1343
597.283,96.1344
597.402,96.1345
597.519,96.1347
597.64,96.1348
597.763,96.1348
597.885,96.135
598.009,96.1351
598.133,96.1351
598.258,96.1351
598.383,96.1352
598.507,96.1352
598.632,96.1354
598.755,96.1354
598.878,96.1354
599,96.1352
599.121,96.1351
599.24,96.135
599.36,96.1348
599.477,96.1345
599.595,96.1344
599.711,96.1342
599.827,96.134
599.942,96.1338
600.058,96.1336
600.173,96.1334
600.288,96.1333
600.405,96.1331
600.521,96.133
600.638,96.1329
600.756,96.1327
600.874,96.1326
600.992,96.1325
601.111,96.1325
601.231,96.1323
601.352,96.1322
601.474,96.1322
601.597,96.1321
601.72,96.1319
601.844,96.1318
601.969,96.1316
602.089,96.1314
602.213,96.1311
602.338,96.1308
602.462,96.1305
602.586,96.1303
602.705,96.1299
602.827,96.1296
602.949,96.1293
603.067,96.129
603.185,96.1287
603.302,96.1284
603.417,96.1282
603.532,96.128
603.646,96.1278
603.76,96.1278
603.875,96.1278
603.99,96.1278
604.106,96.1278
604.223,96.1279
604.341,96.1281
604.46,96.1282
604.576,96.1284
604.698,96.1286
604.821,96.1288
604.944,96.129
605.068,96.1293
605.187,96.1294
605.31,96.1297
605.432,96.1299
605.555,96.13
605.677,96.1303
605.799,96.1304
605.92,96.1307
606.04,96.1308
606.161,96.131
606.281,96.1313
606.402,96.1316
606.523,96.1319
606.644,96.1322
606.766,96.1325
606.888,96.1329
607.01,96.1333
607.131,96.1338
607.249,96.1342
607.369,96.1347
607.49,96.1351
607.609,96.1356
607.728,96.1361
607.842,96.1365
607.96,96.1369
608.077,96.1373
608.194,96.1377
608.31,96.138
608.426,96.1382
608.543,96.1385
608.659,96.1387
608.776,96.1389
608.893,96.1391
609.01,96.1393
609.127,96.1395
609.245,96.1396
609.363,96.1399
609.482,96.1402
609.601,96.1403
609.711,96.1406
609.831,96.1409
609.951,96.1411
610.072,96.1414
610.193,96.1418
610.306,96.1421
610.429,96.1423
610.551,96.1425
610.674,96.1428
610.797,96.1431
610.92,96.1432
611.043,96.1435
611.165,96.1437
611.287,96.1439
611.41,96.1441
611.532,96.1442
611.654,96.1444
611.776,96.1445
611.897,96.1445
612.018,96.1446
612.139,96.1446
612.259,96.1446
612.374,96.1446
612.494,96.1446
612.613,96.1446
612.732,96.1446
612.85,96.1447
612.964,96.1447
613.081,96.1447
613.198,96.1447
613.315,96.1447
613.431,96.1447
613.547,96.1447
613.663,96.1447
613.778,96.1449
613.893,96.1449
614.008,96.145
614.124,96.145
614.241,96.1449
614.358,96.1449
614.475,96.1447
614.594,96.1447
614.713,96.1446
614.83,96.1444
614.952,96.1443
615.074,96.1441
615.197,96.144
615.32,96.1438
615.439,96.1437
615.563,96.1436
615.687,96.1435
615.811,96.1434
615.934,96.1433
616.057,96.1432
616.179,96.1431
616.3,96.1431
616.42,96.1431
616.539,96.1431
616.659,96.1431
616.778,96.1432
616.896,96.1433
617.015,96.1434
617.134,96.1436
617.253,96.1438
617.373,96.1439
617.493,96.1441
617.613,96.1443
617.735,96.1444
617.857,96.1446
617.98,96.1447
618.103,96.1449
618.225,96.145
618.347,96.145
618.468,96.1451
618.588,96.1453
618.708,96.1453
618.828,96.1453
618.947,96.1453
619.066,96.1453
619.184,96.1454
619.302,96.1456
619.42,96.1456
619.538,96.1458
619.656,96.1459
619.774,96.1461
619.893,96.1463
620.008,96.1465
620.127,96.1468
620.246,96.147
620.365,96.1472
620.484,96.1474
620.598,96.1476
620.716,96.1479
620.834,96.148
620.952,96.1482
621.07,96.1484
621.188,96.1487
621.306,96.1489
621.424,96.1491
621.543,96.1493
621.662,96.1495
621.783,96.1498
621.904,96.1501
622.025,96.1504
622.148,96.1507
622.27,96.1509
622.392,96.1513
622.513,96.1516
622.63,96.1519
622.751,96.1521
622.872,96.1523
622.992,96.1525
623.111,96.1526
623.226,96.1529
623.345,96.153
623.463,96.1531
623.581,96.1533
623.699,96.1533
623.818,96.1534
623.938,96.1535
624.058,96.1536
624.179,96.1536
624.301,96.1537
624.422,96.1538
624.545,96.1539
624.667,96.154
624.79,96.1542
624.912,96.1544
625.033,96.1546
625.149,96.1548
625.27,96.1549
625.39,96.1552
625.509,96.1552
625.628,96.1555
625.742,96.1556
625.861,96.1558
625.978,96.1558
626.096,96.1558
626.214,96.1558
626.332,96.1558
626.45,96.1556
626.569,96.1555
626.689,96.1552
626.809,96.1548
626.929,96.1545
627.051,96.1542
627.174,96.1538
627.297,96.1535
627.419,96.1533
627.541,96.153
627.663,96.1527
627.777,96.1526
627.899,96.1526
628.02,96.1525
628.141,96.1525
628.261,96.1526
628.372,96.1526
628.491,96.1526
628.609,96.1526
628.728,96.1526
628.845,96.1526
628.963,96.1527
629.08,96.1527
629.197,96.1527
629.314,96.1526
629.43,96.1526
629.546,96.1526
629.662,96.1525
629.779,96.1523
629.896,96.1523
630.013,96.1522
630.13,96.1522
630.244,96.1522
630.362,96.1522
630.48,96.1522
630.598,96.1522
630.718,96.1523
630.834,96.1523
630.954,96.1523
631.075,96.1525
631.196,96.1526
631.317,96.1529
631.439,96.153
631.56,96.1533
631.68,96.1534
631.801,96.1537
631.92,96.154
632.04,96.1542
632.159,96.1545
632.279,96.1548
632.397,96.1549
632.515,96.1552
632.633,96.1555
632.752,96.1558
632.867,96.156
632.987,96.1562
633.107,96.1565
633.229,96.1568
633.35,96.157
633.467,96.1574
633.589,96.1577
633.711,96.1581
633.834,96.1585
633.957,96.1589
634.08,96.1594
634.204,96.1598
634.328,96.1602
634.452,96.1606
634.576,96.161
634.7,96.1613
634.824,96.1617
634.948,96.162
635.072,96.1622
635.195,96.1625
635.318,96.1628
635.439,96.1629
635.56,96.1631
635.679,96.1632
635.798,96.1633
635.916,96.1635
636.033,96.1636
636.15,96.1638
636.266,96.1639
636.382,96.1641
636.497,96.1643
636.613,96.1645
636.728,96.1647
636.844,96.1649
636.961,96.1651
637.078,96.1653
637.195,96.1655
637.313,96.1657
637.43,96.166
637.548,96.1662
637.667,96.1665
637.784,96.1667
637.902,96.167
638.016,96.1672
638.134,96.1673
638.251,96.1676
638.368,96.1678
638.485,96.1679
638.599,96.1682
638.717,96.1683
638.836,96.1684
638.956,96.1686
639.077,96.1688
639.198,96.1689
639.319,96.1691
639.441,96.1693
639.564,96.1695
639.686,96.1698
639.808,96.17
639.929,96.1702
640.05,96.1705
640.171,96.1709
640.291,96.1712
640.411,96.1716
640.526,96.172
640.644,96.1724
640.762,96.1727
640.88,96.1731
640.997,96.1734
641.11,96.1738
641.227,96.1741
641.345,96.1745
641.464,96.1748
641.583,96.1751
641.704,96.1755
641.825,96.1757
641.947,96.176
642.069,96.1764
642.192,96.1767
642.315,96.177
642.437,96.1774
642.559,96.1777
642.68,96.178
642.801,96.1784
642.92,96.1788
643.04,96.179
643.154,96.1794
643.272,96.1797
643.389,96.18
643.506,96.1803
643.624,96.1806
643.736,96.1807
643.853,96.181
643.97,96.1811
644.088,96.1813
644.206,96.1814
644.325,96.1815
644.445,96.1816
644.565,96.1817
644.686,96.1818
644.807,96.1819
644.929,96.182
645.042,96.1821
645.164,96.1821
645.284,96.1822
645.404,96.1822
645.524,96.1821
645.635,96.1821
645.755,96.1821
645.873,96.182
645.991,96.1819
646.107,96.1819
646.224,96.1817
646.341,96.1815
646.459,96.1813
646.575,96.1811
646.691,96.1808
646.807,96.1806
646.923,96.1804
647.04,96.1801
647.157,96.1798
647.274,96.1796
647.392,96.1794
647.511,96.1792
647.626,96.179
647.746,96.1788
647.867,96.1786
647.988,96.1785
648.108,96.1784
648.225,96.1784
648.346,96.1782
648.468,96.1782
648.591,96.1782
648.712,96.1781
648.834,96.1781
648.955,96.178
649.076,96.1778
649.197,96.1778
649.318,96.1778
649.438,96.1778
649.557,96.1778
649.676,96.1778
649.794,96.1778
649.911,96.1778
650.028,96.1781
650.141,96.1782
650.258,96.1784
650.375,96.1784
650.492,96.1786
650.609,96.1788
650.723,96.1791
650.84,96.1793
650.958,96.1795
651.078,96.1797
651.197,96.1799
651.317,96.1801
651.438,96.1803
651.56,96.1804
651.681,96.1806
651.803,96.1807
651.925,96.1807
652.047,96.181
652.169,96.181
652.29,96.1811
652.411,96.1813
652.532,96.1813
652.652,96.1814
652.771,96.1815
652.891,96.1817
653.011,96.1818
653.131,96.1819
653.251,96.182
653.37,96.1821
653.491,96.1822
653.613,96.1824
653.734,96.1825
653.855,96.1826
653.976,96.1826
654.099,96.1826
654.221,96.1828
654.342,96.1828
654.464,96.1826
654.585,96.1826
654.705,96.1826
654.823,96.1825
654.942,96.1824
655.059,96.1824
655.176,96.1823
655.287,96.1823
655.402,96.1822
655.518,96.1823
655.633,96.1823
655.749,96.1824
655.86,96.1826
655.976,96.1828
656.093,96.1829
656.211,96.1832
656.33,96.1835
656.45,96.1836
656.57,96.1839
656.691,96.184
656.813,96.1841
656.936,96.1842
657.06,96.1843
657.183,96.1843
657.306,96.1842
657.427,96.1841
657.549,96.184
657.67,96.1839
657.79,96.1837
657.905,96.1836
658.023,96.1836
658.141,96.1835
658.259,96.1833
658.377,96.1833
658.491,96.1833
658.608,96.1835
658.725,96.1836
658.842,96.1837
658.96,96.184
659.078,96.1842
659.197,96.1846
659.316,96.185
659.436,96.1854
659.556,96.1858
659.677,96.1861
659.798,96.1866
659.921,96.187
660.043,96.1875
660.165,96.1879
660.287,96.1883
660.405,96.1887
660.527,96.189
660.649,96.1894
660.77,96.1897
660.891,96.19
661.008,96.1903
661.13,96.1906
661.25,96.1909
661.37,96.191
661.49,96.1913
661.609,96.1917
661.728,96.192
661.846,96.1923
661.964,96.1927
662.082,96.1931
662.199,96.1934
662.316,96.1938
662.433,96.1942
662.551,96.1947
662.669,96.1951
662.787,96.1956
662.906,96.196
663.017,96.1964
663.137,96.1968
663.257,96.1972
663.377,96.1976
663.498,96.1979
663.611,96.1984
663.731,96.1986
663.852,96.1989
663.973,96.1992
664.093,96.1993
664.214,96.1995
664.334,96.1996
664.454,96.1997
664.573,96.1999
664.693,96.2
664.813,96.2001
664.932,96.2002
665.052,96.2003
665.172,96.2004
665.291,96.2004
665.41,96.2007
665.525,96.2008
665.645,96.201
665.764,96.2011
665.884,96.2014
666.003,96.2016
666.117,96.2018
666.235,96.2021
666.353,96.2024
666.471,96.2026
666.589,96.2029
666.706,96.203
666.824,96.2033
666.942,96.2036
667.061,96.2037
667.18,96.204
667.3,96.2043
667.42,96.2044
667.541,96.2046
667.662,96.2048
667.782,96.2051
667.903,96.2053
668.024,96.2056
668.141,96.2058
668.261,96.2061
668.381,96.2063
668.502,96.2066
668.623,96.207
668.738,96.2073
668.857,96.2077
668.977,96.2081
669.096,96.2084
669.215,96.2088
669.333,96.2092
669.452,96.2095
669.57,96.2098
669.688,96.2101
669.806,96.2104
669.925,96.2106
670.044,96.2107
670.163,96.2108
670.283,96.2109
670.403,96.2109
670.523,96.2109
670.642,96.2108
670.762,96.2108
670.882,96.2107
671.001,96.2106
671.12,96.2105
671.24,96.2104
671.359,96.2102
671.478,96.2101
671.597,96.2099
671.716,96.2097
671.835,96.2095
671.954,96.2094
672.072,96.2091
672.19,96.209
672.308,96.2088
672.425,96.2087
672.542,96.2084
672.66,96.2084
672.777,96.2083
672.895,96.2081
673.012,96.2081
673.13,96.2081
673.244,96.2081
673.361,96.2081
673.479,96.2081
673.597,96.2083
673.715,96.2084
673.829,96.2085
673.948,96.2087
674.067,96.209
674.186,96.2091
674.306,96.2094
674.427,96.2096
674.548,96.2099
674.668,96.2102
674.789,96.2105
674.909,96.2108
675.029,96.211
675.149,96.2113
675.268,96.2116
675.386,96.2118
675.505,96.2121
675.623,96.2124
675.737,96.2128
675.855,96.2132
675.973,96.2136
676.091,96.2142
676.21,96.2148
676.325,96.2155
676.445,96.2161
676.565,96.2169
676.686,96.2177
676.808,96.2186
676.929,96.2193
677.05,96.2201
677.171,96.2208
677.293,96.2215
677.413,96.2219
677.533,96.2225
677.652,96.2228
677.77,96.2231
677.888,96.2233
678.005,96.2234
678.121,96.2234
678.237,96.2234
678.348,96.2233
678.464,96.2232
678.58,96.2231
678.697,96.223
678.815,96.2229
678.929,96.2229
679.048,96.2229
679.168,96.223
679.288,96.2232
679.409,96.2233
679.53,96.2236
679.651,96.2237
679.772,96.2241
679.893,96.2244
680.013,96.2248
680.134,96.2251
680.254,96.2255
680.375,96.2258
680.495,96.2261
680.615,96.2263
680.735,96.2265
680.846,96.2266
680.967,96.2266
681.087,96.2266
681.208,96.2266
681.329,96.2265
681.441,96.2263
681.562,96.2262
681.683,96.2261
681.803,96.2259
681.924,96.2259
682.044,96.2259
682.163,96.2261
682.282,96.2263
682.401,96.2265
682.52,96.2267
682.638,96.227
682.758,96.2275
682.877,96.2279
682.996,96.2285
683.115,96.2289
683.234,96.2295
683.355,96.23
683.471,96.2305
683.59,96.231
683.71,96.2314
683.831,96.232
683.95,96.2324
684.065,96.2328
684.184,96.2333
684.302,96.2338
684.42,96.2342
684.537,96.2346
684.654,96.2351
684.771,96.2356
684.889,96.2361
685.007,96.2365
685.125,96.2371
685.244,96.2376
685.362,96.2382
685.482,96.2387
685.601,96.2393
685.721,96.24
685.841,96.2405
685.956,96.2409
686.075,96.2416
686.195,96.242
686.314,96.2425
686.433,96.2429
686.548,96.2433
686.666,96.2437
686.785,96.2441
686.904,96.2444
687.024,96.2447
687.144,96.2449
687.263,96.2452
687.383,96.2454
687.503,96.2457
687.623,96.2459
687.743,96.246
687.863,96.2462
687.983,96.2463
688.101,96.2465
688.219,96.2465
688.336,96.2466
688.452,96.2466
688.568,96.2466
688.682,96.2466
688.797,96.2466
688.911,96.2466
689.026,96.2465
689.142,96.2465
689.26,96.2465
689.378,96.2465
689.497,96.2465
689.619,96.2465
689.741,96.2465
689.865,96.2465
689.989,96.2465
690.115,96.2465
690.24,96.2465
690.364,96.2466
690.488,96.2466
690.611,96.2466
690.733,96.2467
690.853,96.2467
690.973,96.247
691.086,96.247
691.204,96.2473
691.321,96.2474
691.437,96.2476
691.553,96.2478
691.666,96.248
691.783,96.2483
691.9,96.2486
692.019,96.2488
692.137,96.2491
692.257,96.2493
692.376,96.2495
692.496,96.2498
692.615,96.2502
692.733,96.2503
692.851,96.2506
692.969,96.2509
693.087,96.2513
693.204,96.2517
693.321,96.252
693.438,96.2524
693.556,96.2527
693.67,96.2531
693.789,96.2535
693.908,96.2539
694.028,96.2543
694.149,96.2546
694.267,96.255
694.389,96.2553
694.512,96.2556
694.635,96.256
694.758,96.2564
694.88,96.2568
695.002,96.2571
695.124,96.2575
695.245,96.2578
695.364,96.2583
695.484,96.2587
695.601,96.2591
695.718,96.2595
695.833,96.2601
695.949,96.2605
696.066,96.261
696.178,96.2613
696.294,96.2619
696.412,96.2623
696.53,96.2627
696.648,96.2631
696.763,96.2634
696.882,96.2638
697.002,96.2641
697.122,96.2645
697.242,96.2648
697.363,96.265
697.484,96.2655
697.604,96.2657
697.724,96.266
697.843,96.2663
697.962,96.2666
698.08,96.2668
698.197,96.2671
698.315,96.2674
698.433,96.2677
698.55,96.2679
698.667,96.2683
698.776,96.2686
698.894,96.269
699.012,96.2695
699.131,96.2699
699.25,96.2703
699.361,96.2706
699.481,96.2711
699.601,96.2715
699.721,96.272
699.841,96.2725
699.961,96.2729
700.081,96.2733
700.2,96.2737
700.319,96.2741
700.438,96.2744
700.557,96.2747
700.676,96.275
700.795,96.2752
700.914,96.2757
701.033,96.2759
701.153,96.2762
701.268,96.2766
701.388,96.2769
701.507,96.2773
701.627,96.2779
701.747,96.2784
701.862,96.2789
701.982,96.2795
702.101,96.2799
702.22,96.2805
702.339,96.2811
702.457,96.2817
702.575,96.2823
702.694,96.2828
702.812,96.2834
702.931,96.284
703.05,96.2846
703.169,96.2852
703.288,96.2857
703.407,96.2863
703.526,96.2868
703.647,96.2874
703.768,96.2878
703.885,96.2884
704.005,96.2889
704.126,96.2894
704.246,96.2899
704.366,96.2903
704.482,96.2907
704.601,96.2911
704.721,96.2914
704.84,96.2918
704.959,96.2922
705.078,96.2925
705.197,96.2928
705.315,96.2932
705.433,96.2934
705.551,96.2937
705.67,96.2941
705.788,96.2944
705.907,96.2948
706.025,96.2951
706.143,96.2955
706.261,96.2959
706.38,96.2963
706.499,96.2966
706.618,96.297
706.738,96.2974
706.858,96.2977
706.978,96.298
707.099,96.2984
707.219,96.2988
707.339,96.2991
707.458,96.2994
707.578,96.2997
707.698,96.2999
707.818,96.3002
707.937,96.3003
708.055,96.3005
708.173,96.3005
708.29,96.3005
708.407,96.3005
708.524,96.3005
708.64,96.3005
708.757,96.3003
708.873,96.3002
708.985,96.3002
709.102,96.3002
709.219,96.3002
709.336,96.3002
709.454,96.3002
709.569,96.3003
709.689,96.3005
709.809,96.3005
709.929,96.3006
710.051,96.3009
710.172,96.301
710.294,96.3012
710.415,96.3013
710.536,96.3013
710.658,96.3014
710.779,96.3014
710.899,96.3013
711.02,96.3013
711.14,96.3013
711.26,96.3012
711.38,96.3012
711.495,96.3012
711.614,96.301
711.733,96.301
711.851,96.301
711.969,96.301
712.082,96.3012
712.199,96.3012
712.316,96.3012
712.433,96.3013
712.549,96.3014
712.665,96.3014
712.781,96.3016
712.896,96.3017
713.011,96.302
713.126,96.3021
713.241,96.3024
713.357,96.3028
713.472,96.3031
713.588,96.3034
713.705,96.3036
713.822,96.304
713.941,96.3043
714.057,96.3048
714.179,96.3052
714.301,96.3056
714.425,96.3063
714.55,96.3067
714.67,96.3072
714.795,96.3076
714.921,96.3082
715.046,96.3087
715.17,96.3092
715.294,96.3097
715.416,96.3101
715.538,96.3107
715.658,96.3111
715.777,96.3116
715.895,96.3121
716.013,96.3126
716.129,96.313
716.245,96.3134
716.362,96.3138
716.479,96.3142
716.587,96.3146
716.705,96.315
716.824,96.3154
716.944,96.3156
717.064,96.316
717.176,96.3164
717.298,96.3168
717.42,96.3172
717.543,96.3176
717.664,96.3178
717.785,96.3183
717.906,96.3185
718.025,96.3189
718.143,96.3192
718.26,96.3195
718.376,96.3199
718.49,96.3203
718.604,96.3206
718.717,96.321
718.831,96.3214
718.944,96.3218
719.056,96.3222
719.165,96.3225
719.279,96.3229
719.393,96.3234
719.507,96.3238
719.623,96.3242
719.735,96.3246
719.853,96.3251
719.972,96.3254
720.091,96.326
720.212,96.3263
720.333,96.3268
720.454,96.3272
720.575,96.3276
720.697,96.328
720.818,96.3285
720.939,96.3289
721.06,96.3294
721.181,96.3298
721.301,96.3303
721.421,96.3308
721.541,96.3312
721.656,96.3317
721.775,96.3322
721.894,96.3327
722.013,96.333
722.132,96.3335
722.247,96.334
722.366,96.3344
722.486,96.3348
722.606,96.3352
722.726,96.3356
722.847,96.3359
722.968,96.3362
723.088,96.3363
723.209,96.3366
723.33,96.3368
723.45,96.3369
723.57,96.3371
723.689,96.3373
723.808,96.3375
723.927,96.3377
724.046,96.338
724.164,96.3382
724.282,96.3385
724.399,96.3388
724.516,96.3392
724.633,96.3396
724.75,96.3401
724.866,96.3405
724.983,96.341
725.1,96.3415
725.217,96.342
725.335,96.3426
725.453,96.3431
725.572,96.3436
725.69,96.3442
725.809,96.3446
725.929,96.3452
726.05,96.3457
726.17,96.3461
726.29,96.3466
726.41,96.3471
726.53,96.3477
726.65,96.3482
726.767,96.3487
726.887,96.3493
727.008,96.35
727.128,96.3506
727.248,96.3512
727.364,96.352
727.484,96.3527
727.603,96.3534
727.722,96.3542
727.84,96.355
727.958,96.3557
728.075,96.3564
728.192,96.3572
728.309,96.3579
728.425,96.3585
728.541,96.359
728.657,96.3595
728.774,96.3599
728.89,96.3603
729.007,96.3607
729.123,96.361
729.24,96.3613
729.352,96.3614
729.47,96.3617
729.587,96.3618
729.705,96.3621
729.824,96.3623
729.939,96.3625
730.059,96.3628
730.18,96.363
730.3,96.3632
730.421,96.3635
730.542,96.3636
730.663,96.3639
730.784,96.364
730.904,96.3643
731.025,96.3644
731.147,96.3646
731.267,96.3648
731.388,96.365
731.508,96.3651
731.628,96.3653
731.748,96.3656
731.862,96.3659
731.981,96.3662
732.099,96.3665
732.216,96.3668
732.332,96.3672
732.444,96.3676
732.559,96.3681
732.675,96.3686
732.791,96.369
732.907,96.3694
733.023,96.3699
733.14,96.3704
733.257,96.3709
733.374,96.3713
733.492,96.3716
733.61,96.372
733.729,96.3724
733.848,96.3727
733.968,96.373
734.087,96.3733
734.207,96.3735
734.326,96.3739
734.438,96.3741
734.557,96.3743
734.677,96.3746
734.795,96.3749
734.913,96.3752
735.023,96.3755
735.141,96.3759
735.258,96.3763
735.375,96.3767
735.493,96.377
735.609,96.3774
735.726,96.3779
735.842,96.3784
735.959,96.3789
736.077,96.3793
736.194,96.3799
736.312,96.3803
736.43,96.3807
736.549,96.3811
736.669,96.3815
736.789,96.3818
736.905,96.3821
737.025,96.3822
737.146,96.3825
737.268,96.3826
737.389,96.3827
737.507,96.3829
737.629,96.3831
737.749,96.3832
737.869,96.3835
737.99,96.3837
738.109,96.384
738.228,96.3844
738.346,96.3849
738.464,96.3854
738.581,96.386
738.698,96.3866
738.815,96.3873
738.931,96.3881
739.048,96.3888
739.165,96.3896
739.282,96.3905
739.4,96.3913
739.514,96.392
739.634,96.3928
739.753,96.3936
739.875,96.3942
739.997,96.3949
740.115,96.3956
740.238,96.3962
740.361,96.3968
740.484,96.3974
740.606,96.3978
740.728,96.3983
740.85,96.3987
740.971,96.399
741.091,96.3994
741.21,96.3997
741.328,96.4001
741.445,96.4004
741.561,96.4007
741.677,96.4011
741.793,96.4015
741.908,96.4018
742.023,96.4022
742.138,96.4025
742.253,96.4028
742.368,96.4032
742.483,96.4036
742.598,96.4039
742.714,96.4043
742.831,96.4047
742.948,96.4049
743.066,96.4052
743.183,96.4054
743.301,96.4057
743.419,96.4058
743.538,96.4059
743.657,96.406
743.776,96.406
743.896,96.406
744.016,96.406
744.136,96.406
744.257,96.4059
744.377,96.4059
744.498,96.4059
744.614,96.4058
744.734,96.4058
744.854,96.4058
744.975,96.4058
745.095,96.4059
745.211,96.4059
745.33,96.4059
745.45,96.406
745.569,96.4062
745.688,96.4063
745.808,96.4065
745.927,96.4066
746.045,96.4067
746.163,96.407
746.281,96.407
746.398,96.4073
746.515,96.4074
746.632,96.4076
746.749,96.4078
746.865,96.4081
746.982,96.4083
747.094,96.4086
747.211,96.4088
747.328,96.409
747.444,96.4092
747.561,96.4095
747.674,96.4098
747.792,96.41
747.911,96.4104
748.029,96.4108
748.149,96.4111
748.267,96.4116
748.386,96.4121
748.505,96.4127
748.624,96.4132
748.744,96.4138
748.862,96.4145
748.981,96.4151
749.1,96.4158
749.218,96.4164
749.336,96.4171
749.454,96.4176
749.572,96.4182
749.686,96.4187
749.803,96.4193
749.921,96.4197
750.04,96.4202
750.158,96.4206
750.272,96.4211
750.391,96.4215
750.51,96.4218
750.63,96.4222
